,sentence_num,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
0,0,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,didn't,1.25,73.5,83.58333333333333,144.08333333333334,72.4861111111111,0.6666666666666666,0.5833333333333334,0.3333333333333333
2,0,laugh,1.6666666666666667,80.58333333333333,91.41666666666669,174.75,82.83333333333333,0.8333333333333334,0.8333333333333334,0.5833333333333334
3,0,at,0.3333333333333333,48.83333333333334,48.83333333333334,48.83333333333334,48.83333333333334,0.3333333333333333,0.0,0.0
4,0,the,0.75,58.91666666666666,58.91666666666666,75.83333333333333,58.45833333333334,0.5833333333333334,0.16666666666666666,0.16666666666666666
5,0,ongoing,2.5,101.75,125.33333333333331,248.66666666666663,105.7152777777778,1.0,1.5,0.5833333333333334
6,0,efforts,1.75,115.08333333333331,122.75,205.58333333333331,117.28055555555555,0.9166666666666666,0.8333333333333334,0.5
7,0,of,0.6666666666666666,30.91666666666667,30.91666666666667,60.08333333333334,29.97222222222223,0.3333333333333333,0.3333333333333333,0.25
8,0,"Cube,",1.6666666666666667,102.5,116.75,164.0,100.25,0.9166666666666666,0.75,0.5833333333333334
9,0,and,0.8333333333333334,81.5,81.5,81.5,81.5,0.8333333333333334,0.0,0.0
10,0,his,0.75,52.25,62.41666666666666,78.33333333333333,50.0,0.5,0.25,0.25
11,0,skinny,1.4166666666666667,90.41666666666669,116.41666666666669,158.91666666666666,94.43055555555556,0.8333333333333334,0.5833333333333334,0.5
12,0,buddy,1.3333333333333333,91.0,91.0,127.58333333333331,91.3472222222222,0.9166666666666666,0.4166666666666667,0.3333333333333333
13,0,Mike,0.6666666666666666,79.08333333333333,79.08333333333333,79.08333333333333,79.08333333333333,0.6666666666666666,0.0,0.0
14,0,"Epps,",1.0,95.5,95.5,104.91666666666669,96.95833333333331,0.9166666666666666,0.08333333333333333,0.08333333333333333
15,0,to,0.08333333333333333,7.75,7.75,7.75,7.75,0.08333333333333333,0.0,0.0
16,0,make,1.6666666666666667,107.08333333333331,126.41666666666669,184.91666666666663,107.18055555555556,0.9166666666666666,0.75,0.5833333333333334
17,0,like,0.75,53.0,53.0,87.5,54.58333333333334,0.5,0.25,0.16666666666666666
18,0,Laurel,1.25,92.0,110.16666666666669,128.41666666666666,93.125,0.9166666666666666,0.3333333333333333,0.3333333333333333
19,0,and,0.5,48.66666666666666,48.66666666666666,48.66666666666666,48.66666666666666,0.5,0.0,0.0
20,0,Hardy'n,1.0,90.33333333333331,90.33333333333331,107.83333333333331,91.29166666666669,0.8333333333333334,0.16666666666666666,0.16666666666666666
21,0,the,0.25,29.41666666666667,29.41666666666667,29.41666666666667,29.41666666666667,0.25,0.0,0.0
22,0,hood.,1.1666666666666667,94.08333333333331,134.08333333333334,144.83333333333334,100.04166666666669,0.75,0.4166666666666667,0.4166666666666667
23,1,Every,0.8333333333333334,74.33333333333333,87.75,112.0,78.08333333333333,0.5833333333333334,0.25,0.16666666666666666
24,1,individual,2.25,87.91666666666669,121.91666666666669,242.33333333333331,93.44305555555556,0.8333333333333334,1.4166666666666667,0.5
25,1,will,0.75,65.16666666666667,65.16666666666667,88.33333333333331,62.61111111111111,0.5,0.25,0.16666666666666666
26,1,see,0.8333333333333334,72.91666666666667,95.91666666666669,102.83333333333331,72.375,0.5833333333333334,0.25,0.25
27,1,the,0.4166666666666667,60.66666666666666,60.66666666666666,60.66666666666666,60.66666666666666,0.4166666666666667,0.0,0.0
28,1,movie,0.8333333333333334,96.83333333333331,96.83333333333331,96.83333333333331,96.83333333333331,0.8333333333333334,0.0,0.0
29,1,through,0.75,68.0,68.0,75.66666666666667,68.95833333333333,0.6666666666666666,0.08333333333333333,0.08333333333333333
30,1,the,0.6666666666666666,52.91666666666666,52.91666666666666,74.75,50.0,0.4166666666666667,0.25,0.08333333333333333
31,1,prism,1.0,66.0,83.41666666666667,88.25,67.41666666666667,0.75,0.25,0.25
32,1,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,his,0.5,43.33333333333334,55.66666666666666,55.66666666666666,44.61111111111111,0.3333333333333333,0.16666666666666666,0.08333333333333333
34,1,or,0.4166666666666667,52.25,52.25,52.25,52.25,0.4166666666666667,0.0,0.0
35,1,her,0.5833333333333334,43.5,43.5,56.41666666666666,47.83333333333334,0.5,0.08333333333333333,0.08333333333333333
36,1,own,0.8333333333333334,83.16666666666667,83.16666666666667,92.91666666666669,82.45833333333333,0.75,0.08333333333333333,0.08333333333333333
37,1,beliefs,1.0,79.5,92.66666666666669,112.08333333333331,69.08333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
38,1,and,0.3333333333333333,40.25,40.25,40.25,40.25,0.3333333333333333,0.0,0.0
39,1,"prejudices,",1.5,99.66666666666669,145.5,167.0,97.33333333333331,0.8333333333333334,0.6666666666666666,0.5
